ID	EDAD	INGRE	GENERO	ECIVIL	HIJOS	NUMTC	FPAGO	HIPOTECA	TALMAC	CREDITOS	RIESGO
100679	42	45584	f	Casado  	1	1	Mensual	s	1	0	Bueno 
100683	29	45549	m	Casado  	1	1	Mensual	s	2	0	Bueno 
100600	39	45537	m	Casado  	0	2	Mensual	s	1	1	Bueno 
100436	35	45518	f	Casado  	1	1	Mensual	s	1	1	Medio
100618	40	45463	m	Casado  	0	2	Mensual	s	2	1	Bueno 
100763	44	45452	f	Casado  	1	1	Mensual	s	1	1	Bueno 
100536	37	45450	f	Casado  	0	1	Mensual	s	2	0	Malo  
100558	38	45419	f	Casado  	0	2	Mensual	s	1	0	Malo  
100722	43	45390	f	Casado  	0	2	Mensual	s	2	0	Bueno 
100703	42	45368	f	Casado  	0	2	Mensual	s	2	1	Bueno 
100733	43	45318	m	Casado  	1	1	Mensual	s	1	1	Medio
100745	44	45313	f	Casado  	0	2	Mensual	s	2	1	Medio
100650	41	45283	f	Casado  	1	1	Mensual	s	2	1	Medio
100588	39	45266	f	Casado  	0	1	Mensual	s	1	0	Medio
100587	39	45246	f	Casado  	0	1	Mensual	s	1	1	Malo  
100718	43	45240	m	Casado  	0	2	Mensual	s	1	1	Malo  
100449	35	45238	f	Casado  	0	2	Mensual	s	1	1	Bueno 
100716	31	45217	m	Casado  	1	2	Mensual	s	1	1	Bueno 
100330	32	45217	m	Casado  	0	1	Mensual	s	1	0	Bueno 
100337	32	45209	m	Casado  	1	2	Mensual	s	2	0	Bueno 
100746	44	45194	m	Casado  	1	2	Mensual	s	2	1	Malo  
100531	37	45159	f	Casado  	1	1	Mensual	s	1	0	Medio
100505	37	45153	f	Casado  	0	2	Mensual	s	1	1	Bueno 
100365	33	45115	f	Casado  	1	2	Mensual	s	2	1	Bueno 
100562	38	45103	f	Casado  	0	1	Mensual	s	2	1	Bueno 
100537	37	45081	f	Casado  	0	2	Mensual	s	1	1	Bueno 
100430	35	45066	m	Casado  	0	1	Mensual	s	1	1	Bueno 
100284	30	45049	m	Casado  	1	2	Mensual	s	1	1	Bueno 
100741	44	45001	f	Casado  	0	1	Mensual	s	2	1	Medio
100394	34	44997	f	Casado  	0	1	Mensual	s	2	1	Bueno 
100285	30	44974	m	Casado  	1	2	Mensual	s	2	0	Medio
100288	30	44956	f	Casado  	0	2	Mensual	s	1	1	Malo  
100523	37	44936	f	Casado  	1	1	Mensual	s	1	0	Medio
100691	42	44898	m	Casado  	1	1	Mensual	s	2	0	Bueno 
100334	32	44895	f	Casado  	1	2	Mensual	s	1	1	Malo  
100602	39	44892	m	Casado  	1	2	Mensual	s	1	0	Bueno 
100403	34	44831	m	Casado  	1	1	Mensual	s	2	1	Bueno 
100764	44	44787	m	Casado  	1	2	Mensual	s	2	0	Bueno 
100329	32	44781	m	Casado  	1	1	Mensual	s	1	0	Bueno 
100440	35	44772	m	Casado  	1	1	Mensual	s	2	0	Malo  
100279	30	44756	f	Casado  	1	1	Mensual	s	2	1	Bueno 
100677	42	44728	f	Casado  	0	2	Mensual	s	1	0	Medio
100620	40	44705	f	Casado  	1	1	Mensual	s	1	0	Bueno 
100402	34	44684	f	Casado  	1	1	Mensual	s	1	1	Bueno 
100720	43	44682	f	Casado  	0	1	Mensual	s	2	1	Bueno 
100627	40	44671	f	Casado  	1	2	Mensual	s	2	1	Bueno 
100399	34	44617	f	Casado  	1	2	Mensual	s	2	1	Bueno 
100361	33	44613	m	Casado  	0	2	Mensual	s	2	0	Bueno 
100676	42	44597	f	Casado  	1	2	Mensual	s	1	0	Malo  
100681	33	44582	f	Casado  	0	1	Mensual	s	2	1	Medio
100641	41	44534	m	Casado  	0	2	Mensual	s	2	0	Bueno 
100320	31	44483	f	Casado  	0	2	Mensual	s	1	0	Medio
100580	39	44477	f	Casado  	0	1	Mensual	s	1	0	Bueno 
100549	38	44460	m	Casado  	0	1	Mensual	s	1	1	Bueno 
100496	36	44449	m	Casado  	1	1	Mensual	s	1	0	Bueno 
100396	34	44442	m	Casado  	1	1	Mensual	s	1	0	Medio
100534	37	44413	m	Casado  	0	2	Mensual	s	1	0	Bueno 
100752	29	44395	m	Casado  	1	2	Mensual	s	1	1	Bueno 
100521	37	44394	m	Casado  	1	1	Mensual	s	2	0	Bueno 
100586	39	44378	f	Casado  	1	2	Mensual	s	2	0	Bueno 
100533	37	44363	m	Casado  	0	1	Mensual	s	1	1	Bueno 
100476	36	44318	m	Casado  	1	1	Mensual	s	1	0	Bueno 
100737	44	44306	f	Casado  	0	2	Mensual	s	1	1	Medio
100615	27	44298	f	Casado  	0	2	Mensual	s	2	0	Bueno 
100781	45	44294	m	Casado  	1	2	Mensual	s	1	1	Bueno 
100548	38	44272	f	Casado  	0	1	Mensual	s	1	1	Bueno 
100442	35	44271	f	Casado  	0	1	Mensual	s	1	1	Bueno 
100682	42	44270	f	Casado  	0	2	Mensual	s	2	1	Bueno 
100784	45	44261	m	Casado  	0	1	Mensual	s	1	1	Bueno 
100792	32	44230	f	Casado  	1	2	Mensual	s	1	0	Medio
100432	35	44202	f	Casado  	0	2	Mensual	s	2	0	Bueno 
100280	30	44202	m	Casado  	1	2	Mensual	s	1	0	Bueno 
100445	35	44194	m	Casado  	0	2	Mensual	s	2	1	Bueno 
100363	33	44193	f	Casado  	1	1	Mensual	s	1	0	Bueno 
100398	34	44187	f	Casado  	1	1	Mensual	s	2	0	Bueno 
100417	34	44159	m	Casado  	1	1	Mensual	s	2	0	Malo  
100715	43	44150	m	Casado  	0	2	Mensual	s	2	1	Medio
100503	37	44095	f	Casado  	0	1	Mensual	s	1	0	Bueno 
100790	45	44072	m	Casado  	1	1	Mensual	s	1	0	Medio
100360	33	44052	f	Casado  	0	2	Mensual	s	1	0	Bueno 
100465	36	44048	m	Casado  	1	1	Mensual	s	2	0	Bueno 
100635	41	44039	f	Casado  	1	2	Mensual	s	2	1	Bueno 
100585	39	44010	f	Casado  	0	2	Mensual	s	2	1	Bueno 
100736	44	44005	m	Casado  	1	2	Mensual	s	1	1	Medio
100407	34	43989	m	Casado  	0	1	Mensual	s	2	1	Bueno 
100522	37	43982	m	Casado  	1	2	Mensual	s	2	0	Bueno 
100696	42	43977	m	Casado  	0	1	Mensual	s	2	1	Bueno 
100510	37	43976	f	Casado  	0	2	Mensual	s	2	0	Bueno 
100310	31	43972	f	Casado  	0	1	Mensual	s	1	1	Medio
100409	34	43957	f	Casado  	1	2	Mensual	s	2	1	Bueno 
100353	32	43908	f	Casado  	0	1	Mensual	s	1	0	Malo  
100424	34	43895	f	Casado  	0	1	Mensual	s	1	1	Malo  
100439	35	43890	f	Casado  	0	2	Mensual	s	1	1	Medio
100444	35	43888	m	Casado  	0	1	Mensual	s	2	1	Malo  
100749	44	43876	f	Casado  	1	2	Mensual	s	2	1	Medio
100443	35	43874	m	Casado  	0	2	Mensual	s	1	1	Malo  
100511	37	43835	m	Casado  	0	2	Mensual	s	2	1	Medio
100785	45	43823	m	Casado  	1	2	Mensual	s	2	1	Malo  
100506	37	43820	m	Casado  	1	2	Mensual	s	1	0	Bueno 
100283	30	43800	m	Casado  	1	2	Mensual	s	1	0	Bueno 
100454	35	43799	m	Casado  	1	1	Mensual	s	2	0	Bueno 
100303	31	43795	m	Casado  	0	2	Mensual	s	1	0	Medio
100760	44	43794	f	Casado  	0	2	Mensual	s	2	0	Bueno 
100477	36	43761	f	Casado  	0	1	Mensual	s	1	0	Malo  
100473	36	43750	m	Casado  	1	1	Mensual	s	2	1	Bueno 
100642	41	43739	m	Casado  	1	1	Mensual	s	2	1	Malo  
100551	38	43707	f	Casado  	1	1	Mensual	s	2	0	Bueno 
100624	40	43677	f	Casado  	0	1	Mensual	s	2	0	Medio
100721	43	43669	m	Casado  	1	1	Mensual	s	1	0	Bueno 
100704	42	43651	f	Casado  	1	2	Mensual	s	2	1	Bueno 
100306	31	43650	m	Casado  	0	1	Mensual	s	1	0	Bueno 
100645	41	43648	f	Casado  	1	1	Mensual	s	2	1	Bueno 
100367	33	43645	m	Casado  	0	2	Mensual	s	1	0	Bueno 
100507	37	43633	f	Casado  	1	1	Mensual	s	1	0	Medio
100614	40	43622	f	Casado  	0	1	Mensual	s	1	1	Bueno 
100782	29	43608	m	Casado  	1	1	Mensual	s	1	0	Medio
100272	30	43593	m	Casado  	0	1	Mensual	s	2	0	Bueno 
100598	39	43514	f	Casado  	1	2	Mensual	s	1	0	Bueno 
100405	34	43482	m	Casado  	1	1	Mensual	s	1	1	Medio
100368	33	43474	m	Casado  	0	1	Mensual	s	1	1	Bueno 
100519	37	43408	f	Casado  	0	2	Mensual	s	2	0	Malo  
100589	39	43362	f	Casado  	0	2	Mensual	s	1	1	Bueno 
100724	43	43348	m	Casado  	1	2	Mensual	s	2	1	Medio
100311	31	43330	m	Casado  	0	1	Mensual	s	1	1	Medio
100369	33	43322	f	Casado  	0	2	Mensual	s	1	1	Medio
100530	37	43303	m	Casado  	0	2	Mensual	s	2	1	Bueno 
100640	41	43293	f	Casado  	0	1	Mensual	s	1	1	Bueno 
100342	32	43202	m	Casado  	1	1	Mensual	s	1	1	Bueno 
100739	44	43185	f	Casado  	1	1	Mensual	s	2	0	Bueno 
100321	31	43185	f	Casado  	0	2	Mensual	s	2	0	Bueno 
100789	45	43151	f	Casado  	0	1	Mensual	s	1	1	Bueno 
100729	43	43146	f	Casado  	1	1	Mensual	s	2	1	Medio
100633	41	43120	m	Casado  	0	1	Mensual	s	2	1	Medio
100410	34	43100	f	Casado  	1	1	Mensual	s	1	1	Bueno 
100431	35	43098	f	Casado  	0	2	Mensual	s	1	1	Bueno 
100316	31	43043	f	Casado  	1	1	Mensual	s	1	1	Malo  
100663	41	42996	m	Casado  	1	2	Mensual	s	2	1	Bueno 
100564	38	42996	f	Casado  	0	1	Mensual	s	1	1	Bueno 
100471	36	42980	f	Casado  	0	1	Mensual	s	1	0	Bueno 
100552	38	42953	m	Casado  	1	2	Mensual	s	1	0	Bueno 
100392	34	42928	m	Casado  	1	1	Mensual	s	2	1	Medio
100290	30	42926	m	Casado  	0	1	Mensual	s	1	0	Bueno 
100699	42	42909	m	Casado  	1	1	Mensual	s	1	0	Medio
100646	41	42904	m	Casado  	1	1	Mensual	s	2	0	Bueno 
100750	30	42899	m	Casado  	1	1	Mensual	s	1	1	Malo  
100517	37	42884	m	Casado  	0	1	Mensual	s	2	0	Bueno 
100547	38	42874	m	Casado  	1	2	Mensual	s	1	1	Bueno 
100317	31	42852	m	Casado  	0	1	Mensual	s	2	1	Bueno 
100612	40	42844	f	Casado  	1	2	Mensual	s	1	1	Medio
100420	34	42828	f	Casado  	1	1	Mensual	s	1	0	Malo  
100780	45	42823	f	Casado  	1	1	Mensual	s	1	1	Medio
100518	37	42799	f	Casado  	0	1	Mensual	s	1	0	Malo  
100654	38	42772	f	Casado  	0	2	Mensual	s	2	0	Bueno 
100653	41	42737	m	Casado  	1	2	Mensual	s	2	1	Medio
100447	35	42719	m	Casado  	0	1	Mensual	s	1	1	Medio
100723	43	42715	m	Casado  	0	1	Mensual	s	1	0	Medio
100678	27	42663	f	Casado  	0	2	Mensual	s	2	1	Bueno 
100651	41	42658	f	Casado  	1	2	Mensual	s	2	0	Bueno 
100582	39	42652	m	Casado  	0	1	Mensual	s	1	1	Bueno 
100286	30	42647	f	Casado  	0	2	Mensual	s	1	0	Medio
100576	39	42574	f	Casado  	0	2	Mensual	s	2	0	Bueno 
100613	40	42544	f	Casado  	0	2	Mensual	s	2	0	Bueno 
100480	36	42522	m	Casado  	0	2	Mensual	s	2	0	Bueno 
100634	41	42519	m	Casado  	1	1	Mensual	s	1	1	Medio
100308	31	42471	f	Casado  	1	2	Mensual	s	2	1	Bueno 
100791	45	42464	m	Casado  	0	2	Mensual	s	1	1	Bueno 
100658	41	42443	f	Casado  	1	2	Mensual	s	2	1	Bueno 
100742	44	42440	m	Casado  	1	1	Mensual	s	1	0	Malo  
100331	32	42438	m	Casado  	0	1	Mensual	s	1	0	Bueno 
100686	29	42429	m	Casado  	1	2	Mensual	s	2	1	Malo  
100474	36	42422	m	Casado  	0	1	Mensual	s	2	0	Bueno 
100751	44	42412	m	Casado  	1	2	Mensual	s	1	0	Bueno 
100332	32	42389	m	Casado  	0	1	Mensual	s	2	0	Bueno 
100546	38	42386	m	Casado  	1	1	Mensual	s	2	0	Bueno 
100482	36	42356	f	Casado  	0	2	Mensual	s	1	0	Bueno 
100779	45	42334	f	Casado  	0	1	Mensual	s	1	0	Bueno 
100387	33	42313	m	Casado  	1	1	Mensual	s	2	0	Bueno 
100644	41	42309	m	Casado  	0	1	Mensual	s	1	1	Medio
100649	41	42241	f	Casado  	0	2	Mensual	s	2	0	Bueno 
100371	33	42234	m	Casado  	1	2	Mensual	s	2	1	Malo  
100680	42	42231	m	Casado  	1	2	Mensual	s	2	1	Bueno 
100318	31	42210	f	Casado  	0	2	Mensual	s	1	1	Malo  
100408	34	42206	m	Casado  	1	1	Mensual	s	1	0	Bueno 
100362	33	42192	f	Casado  	1	2	Mensual	s	1	0	Bueno 
100647	41	42182	m	Casado  	1	2	Mensual	s	2	1	Bueno 
100479	36	42175	m	Casado  	0	1	Mensual	s	1	1	Bueno 
100313	31	42175	m	Casado  	1	1	Mensual	s	1	1	Bueno 
100289	30	42169	f	Casado  	0	2	Mensual	s	2	1	Bueno 
100276	30	42144	f	Casado  	1	2	Mensual	s	2	1	Bueno 
100617	40	42143	m	Casado  	0	2	Mensual	s	2	0	Malo  
100281	30	42119	m	Casado  	0	1	Mensual	s	1	1	Bueno 
100550	38	42110	f	Casado  	1	2	Mensual	s	1	0	Bueno 
100714	43	42106	f	Casado  	0	1	Mensual	s	2	0	Bueno 
100560	38	42096	m	Casado  	1	1	Mensual	s	1	0	Bueno 
100498	36	42091	f	Casado  	0	1	Mensual	s	1	0	Bueno 
100747	44	42078	m	Casado  	0	2	Mensual	s	2	1	Bueno 
100298	30	42053	f	Casado  	0	2	Mensual	s	2	1	Medio
100525	37	42024	f	Casado  	1	2	Mensual	s	2	0	Bueno 
100299	30	41965	f	Casado  	1	1	Mensual	s	2	0	Malo  
100636	41	41964	f	Casado  	0	2	Mensual	s	1	1	Bueno 
100291	30	41935	m	Casado  	0	2	Mensual	s	2	0	Bueno 
100340	32	41921	m	Casado  	0	1	Mensual	s	2	0	Bueno 
100786	45	41898	f	Casado  	0	2	Mensual	s	1	1	Medio
100339	32	41879	m	Casado  	0	1	Mensual	s	2	0	Bueno 
100656	41	41876	f	Casado  	1	2	Mensual	s	2	0	Medio
100643	41	41859	m	Casado  	1	2	Mensual	s	1	1	Bueno 
100557	38	41851	f	Casado  	0	1	Mensual	s	1	1	Bueno 
100433	35	41850	f	Casado  	1	2	Mensual	s	2	1	Bueno 
100464	36	41834	m	Casado  	0	1	Mensual	s	2	0	Bueno 
100455	35	41793	m	Casado  	0	2	Mensual	s	1	0	Bueno 
100305	31	41777	m	Casado  	1	1	Mensual	s	1	1	Bueno 
100659	41	41774	f	Casado  	0	1	Mensual	s	1	0	Medio
100559	38	41769	m	Casado  	0	2	Mensual	s	2	1	Medio
100475	36	41767	m	Casado  	0	2	Mensual	s	1	0	Bueno 
100393	34	41766	m	Casado  	0	1	Mensual	s	1	1	Medio
100762	44	41750	f	Casado  	0	1	Mensual	s	2	0	Bueno 
100438	35	41735	f	Casado  	0	1	Mensual	s	1	0	Bueno 
100483	36	41725	m	Casado  	0	2	Mensual	s	2	1	Bueno 
100397	34	41704	f	Casado  	0	2	Mensual	s	1	1	Bueno 
100669	26	41696	f	Casado  	1	1	Mensual	s	2	0	Medio
100788	45	41676	f	Casado  	1	2	Mensual	s	1	0	Malo  
100441	35	41676	f	Casado  	1	2	Mensual	s	2	0	Bueno 
100274	30	41639	m	Casado  	1	2	Mensual	s	1	0	Bueno 
100372	33	41631	f	Casado  	1	1	Mensual	s	1	1	Bueno 
